id_laporan;nama_skpd;kategori;rincian_masalah;status;tanggal_masuk;tanggal_selesai;selisih_hari
JK2001010317;KELURAHAN TOMANG;Pelayanan Perhubungan;"null""";complete;2019-01-01;2019-01-01;0
JK2001010351;KELURAHAN JEMBATAN LIMA;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;"null""";complete;2019-01-01;2019-01-01;0
JK2001010339;KELURAHAN KEDAUNG KALI ANGKE;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-05;4
QL001340087;KELURAHAN MANGGA BESAR;Sampah;Sampah Ruang Publik;complete;2019-01-01;2019-01-01;0
QL001340080;KELURAHAN JELAMBAR BARU;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
JK2001010329;KELURAHAN WIJAYA KUSUMA;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-09;7
JK2001010328;KELURAHAN MERUYA SELATAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-02;1
QL001340027;KELURAHAN WIJAYA KUSUMA;Sampah;Sampah Lingkungan;complete;2019-01-01;2019-01-02;1
JK2001010262;KELURAHAN JATI PULO;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
QL001340007;KELURAHAN KALI DERES;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-02;1
JK2001010259;KELURAHAN KAPUK;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
JK2001010242;KELURAHAN KEBON JERUK;Administrasi terkait penanggulangan kebakaran dan penyelamatan;"null""";complete;2019-01-01;2019-01-01;0
QL001339990;KELURAHAN KAPUK;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
JK2001010226;KELURAHAN KALI DERES;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-02;1
JK2001010216;KELURAHAN KALI DERES;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-02;1
JK2001010214;KELURAHAN KALI DERES;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;"null""";complete;2019-01-01;2019-01-02;1
JK2001010209;KELURAHAN PEGADUNGAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
JK2001010195;KELURAHAN MERUYA SELATAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-02;1
JK2001010193;KELURAHAN MERUYA SELATAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-02;1
JK2001010191;KELURAHAN SUKABUMI SELATAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-10;7
QL001339959;KELURAHAN JOGLO;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
JK2001010184;KELURAHAN SEMANAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-04;3
JK2001010161;KELURAHAN KEAGUNGAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
QL001339941;KELURAHAN KAPUK;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
JK2001010155;KELURAHAN KAPUK;Administrasi terkait penanggulangan kebakaran dan penyelamatan;"null""";complete;2019-01-01;2019-01-01;0
JK2001010148;KELURAHAN KAPUK;Administrasi terkait penanggulangan kebakaran dan penyelamatan;"null""";complete;2019-01-01;2019-01-01;0
JK2001010147;KELURAHAN KAPUK;Administrasi terkait penanggulangan kebakaran dan penyelamatan;"null""";complete;2019-01-01;2019-01-01;0
QL001339920;KELURAHAN KEMANGGISAN;Saluran air/kali/sungai;"null""";complete;2019-01-01;2019-01-02;1
QL001339884;KELURAHAN TEGAL ALUR;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
JK2001010083;KELURAHAN PEGADUNGAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
QL001339882;KELURAHAN TEGAL ALUR;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
QL001339876;KELURAHAN PEGADUNGAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
QL001339875;KELURAHAN PEGADUNGAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
QL001339873;KELURAHAN PEGADUNGAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
QL001339870;KELURAHAN PEGADUNGAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
QL001339869;KELURAHAN PEGADUNGAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
JK2001010068;KELURAHAN SEMANAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-04;3
JK2001010066;KELURAHAN SEMANAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-04;3
QL001339854;KELURAHAN KAPUK;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-01;0
JK2001010061;KELURAHAN MERUYA SELATAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-02;1
QL001339843;KELURAHAN SEMANAN;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-04;3
JK2001010044;KELURAHAN WIJAYA KUSUMA;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-04;3
QL001339832;KELURAHAN PEGADUNGAN;Saluran air/kali/sungai;"null""";complete;2019-01-01;2019-01-01;0
JK2001010019;KELURAHAN KAPUK;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-10;7
JK2001010017;KELURAHAN KAPUK;Banjir;Laporan Banjir;complete;2019-01-01;2019-01-10;7
QL001339801;KELURAHAN PEGADUNGAN;Sampah;"null""";complete;2019-01-01;2019-01-01;0
QL001339800;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;2019-01-01;2019-01-01;0
TW000028049;WALIKOTA JAKARTA BARAT;Jaringan listrik;Keluhan PLN;complete;2019-01-02;2019-01-03;1
TW000028043;WALIKOTA JAKARTA BARAT;Jaringan listrik;Keluhan PLN;complete;2019-01-02;2019-01-03;1
FB000028028;KELURAHAN KEDOYA SELATAN;Banjir;Penanganan Korban;complete;2019-01-02;2019-01-03;1
QL001340350;KELURAHAN PEGADUNGAN;Sampah;"null""";complete;2019-01-02;2019-01-02;0
QL001340349;KELURAHAN PEGADUNGAN;Sampah;"null""";complete;2019-01-02;2019-01-02;0
QL001340348;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;2019-01-02;2019-01-02;0
QL001340347;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-02;2019-01-02;0
QL001340346;KELURAHAN TEGAL ALUR;Banjir;Laporan Banjir;complete;2019-01-02;2019-01-02;0
FB000028009;KELURAHAN KEDOYA UTARA;Banjir;Laporan Banjir;complete;2019-01-02;2019-01-03;1
QL001340305;KELURAHAN KELAPA DUA;Sampah;Sampah Lingkungan;complete;2019-01-02;2019-01-02;0
QL001340304;KELURAHAN JELAMBAR BARU;Banjir;Laporan Banjir;complete;2019-01-02;2019-01-02;0
QL001340302;KELURAHAN DURI UTARA;Sampah;"null""";complete;2019-01-02;2019-01-02;0
QL001340258;KELURAHAN KEMANGGISAN;Sampah;"null""";complete;2019-01-02;2019-01-02;0
QL001340257;KELURAHAN KEMANGGISAN;Sampah;"null""";complete;2019-01-02;2019-01-02;0
QL001340223;KELURAHAN MANGGA BESAR;Sampah;Sampah Lingkungan;complete;2019-01-02;2019-01-02;0
JK2001020037;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;complete;2019-01-02;2019-01-02;0
JK2001020035;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;complete;2019-01-02;2019-01-02;0
QL001340215;KELURAHAN KALI DERES;Pohon;Pohon Tumbang;complete;2019-01-02;2019-01-02;0
QL001340179;KELURAHAN JOGLO;Banjir;"null""";complete;2019-01-02;2019-01-02;0
QL001340178;KELURAHAN JOGLO;Banjir;"null""";complete;2019-01-02;2019-01-02;0
QL001340177;KELURAHAN JOGLO;Banjir;"null""";complete;2019-01-02;2019-01-02;0
QL001339625;KELURAHAN GROGOL;Konflik sosial;"null""";complete;2019-01-03;2019-01-04;1
SM000028234;WALIKOTA JAKARTA BARAT;Jaringan listrik;Keluhan PLN;complete;2019-01-03;2019-01-04;1
QL001340405;KELURAHAN DURI SELATAN;Sampah;Sampah Lingkungan;complete;2019-01-03;2019-01-04;1
FB000028224;WALIKOTA JAKARTA BARAT;Jaringan listrik;Keluhan PLN;complete;2019-01-03;2019-01-04;1
QL4994318176675173586;KELURAHAN DURI KOSAMBI;Sampah;Sampah Got;complete;2019-01-03;2019-01-04;1
FB000028222;KELURAHAN RAWA BUAYA;Banjir;Penanganan Korban;complete;2019-01-03;2019-01-05;2
FB000027548;KELURAHAN TEGAL ALUR;Sampah;Sampah Sungai;complete;2019-01-03;2019-01-03;0
TW000028216;KELURAHAN KEMANGGISAN;Sampah;"null""";complete;2019-01-03;2019-01-03;0
JK2001030093;KELURAHAN KEBON JERUK;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;"null""";complete;2019-01-03;2019-01-03;0
QL001340541;KELURAHAN PEGADUNGAN;Sampah;Sampah Sungai;complete;2019-01-03;2019-01-03;0
QL001340539;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-03;2019-01-03;0
QL001340538;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-03;2019-01-03;0
QL001340537;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-03;2019-01-03;0
QL001340536;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-03;2019-01-03;0
QL001340535;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-03;2019-01-03;0
QL001340531;KELURAHAN PEGADUNGAN;Sampah;"null""";complete;2019-01-03;2019-01-03;0
QL001340525;KELURAHAN KEDOYA UTARA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;JPO/Halte Kotor;complete;2019-01-03;2019-01-03;0
QL001340520;KELURAHAN DURI KOSAMBI;Sampah;Sampah Lingkungan;complete;2019-01-03;2019-01-03;0
JK2001030087;KELURAHAN TEGAL ALUR;Sampah;Sampah Lingkungan;complete;2019-01-03;2019-01-03;0
TW000028329;KELURAHAN KEBON JERUK;Jalan;"krikil jalan""";complete;2019-01-04;2019-01-05;1
QL001340806;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-04;2019-01-04;0
QL001340804;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-04;2019-01-04;0
QL001340803;KELURAHAN PEGADUNGAN;Sampah;Sampah Got;complete;2019-01-04;2019-01-04;0
QL001340801;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-04;2019-01-04;0
JK2001040063;KELURAHAN KALI DERES;Coretan/Tempelan/Iklan/ Selebaran;"null""";complete;2019-01-04;2019-01-05;1
JK2001040062;KELURAHAN DURI KOSAMBI;Coretan/Tempelan/Iklan/ Selebaran;"null""";complete;2019-01-04;2019-01-04;0
QL001340799;KELURAHAN SLIPI;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
QL001340797;KELURAHAN TOMANG;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
QL001340796;KELURAHAN TOMANG;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
JK2001040055;KELURAHAN DURI KEPA;Coretan/Tempelan/Iklan/ Selebaran;"null""";complete;2019-01-04;2019-01-04;0
QL001340795;KELURAHAN TOMANG;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
QL001340794;KELURAHAN TOMANG;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
EM000028326;KELURAHAN RAWA BUAYA;Banjir;"sampah pasca bncana banjir""";complete;2019-01-04;2019-01-06;2
JK2001040054;KELURAHAN TOMANG;Coretan/Tempelan/Iklan/ Selebaran;"null""";complete;2019-01-04;2019-01-04;0
QL001340793;KELURAHAN TOMANG;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
QL001340791;KELURAHAN TOMANG;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
QL001340790;KELURAHAN TOMANG;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
QL001340789;KELURAHAN TOMANG;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
QL001340788;KELURAHAN TOMANG;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
JK2001040052;KELURAHAN GROGOL;Coretan/Tempelan/Iklan/ Selebaran;"null""";complete;2019-01-04;2019-01-04;0
JK2001040051;KELURAHAN TEGAL ALUR;Pohon;Pohon Tumbang;complete;2019-01-04;2019-01-04;0
QL001340785;KELURAHAN GROGOL;Konflik sosial;"null""";complete;2019-01-04;2019-01-04;0
QL001340784;KELURAHAN DURI KOSAMBI;Sampah;Sampah Sungai;complete;2019-01-04;2019-01-04;0
QL001340781;KELURAHAN DURI KOSAMBI;Sampah;Sampah Sungai;complete;2019-01-04;2019-01-04;0
JK2001040113;KELURAHAN KEMANGGISAN;Coretan/Tempelan/Iklan/ Selebaran;"null""";complete;2019-01-05;2019-01-05;0
JK2001040114;KELURAHAN KEMANGGISAN;Coretan/Tempelan/Iklan/ Selebaran;"null""";complete;2019-01-05;2019-01-05;0
QL001340957;KELURAHAN SLIPI;Sampah;Sampah Trotoar;complete;2019-01-05;2019-01-05;0
JK2001050093;KELURAHAN KEBON JERUK;Sampah;Sampah Lingkungan;complete;2019-01-05;2019-01-05;0
QL4994951941139208447;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-05;2019-01-05;0
QL001340958;KELURAHAN SLIPI;Konflik sosial;"null""";complete;2019-01-05;2019-01-05;0
QL001340954;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-05;2019-01-05;0
QL001340953;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-05;2019-01-05;0
TW000028383;KELURAHAN SEMANAN;Banjir;Laporan Banjir;complete;2019-01-05;2019-01-05;0
QL001340950;KELURAHAN PEGADUNGAN;Sampah;"null""";complete;2019-01-05;2019-01-05;0
JK2001050056;KELURAHAN SEMANAN;Sampah;"null""";complete;2019-01-05;2019-01-06;1
LP000028378;WALIKOTA JAKARTA BARAT;Jaringan listrik;Keluhan PLN;complete;2019-01-05;2019-01-05;0
QL001340930;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Got;complete;2019-01-05;2019-01-05;0
QL001340929;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Lingkungan;complete;2019-01-05;2019-01-05;0
QL001340926;KELURAHAN SEMANAN;Saluran air/kali/sungai;"null""";complete;2019-01-05;2019-01-06;1
QL001340925;KELURAHAN SEMANAN;Sampah;"null""";complete;2019-01-05;2019-01-06;1
QL001340705;KELURAHAN CENGKARENG TIMUR;Sampah;Sampah Lingkungan;complete;2019-01-05;2019-01-05;0
QL001340714;KELURAHAN KALI DERES;Sampah;Sampah Lingkungan;complete;2019-01-05;2019-01-05;0
QL001340711;KELURAHAN KALI DERES;Sampah;Sampah Lingkungan;complete;2019-01-05;2019-01-05;0
JK2001060050;KELURAHAN SEMANAN;Perizinan Lingkungan Hidup;"null""";complete;2019-01-06;2019-01-07;1
QL001341201;KELURAHAN KAPUK;Sampah;Sampah Lingkungan;complete;2019-01-06;2019-01-06;0
QL001341189;KELURAHAN TANJUNG DUREN UTARA;Saluran air/kali/sungai;"null""";complete;2019-01-06;2019-01-06;0
QL001341172;KELURAHAN KELAPA DUA;Sampah;Sampah Lingkungan;complete;2019-01-06;2019-01-06;0
QL001341177;KELURAHAN JELAMBAR BARU;Sampah;Sampah Got;complete;2019-01-06;2019-01-06;0
QL001341176;KELURAHAN JELAMBAR BARU;Sampah;Sampah Got;complete;2019-01-06;2019-01-07;1
QL001341173;KELURAHAN JELAMBAR BARU;Sampah;Sampah Got;complete;2019-01-06;2019-01-06;0
JK2001060026;KELURAHAN SLIPI;Coretan/Tempelan/Iklan/ Selebaran;"null""";complete;2019-01-06;2019-01-06;0
QL001341244;KELURAHAN KEDAUNG KALI ANGKE;Saluran air/kali/sungai;"null""";complete;2019-01-07;2019-01-07;0
JK2001070058;KELURAHAN TEGAL ALUR;Sampah;Rumput Liar Besar;complete;2019-01-07;2019-01-10;3
QL001341433;KELURAHAN KAMAL;Sampah;Sampah Lingkungan;complete;2019-01-07;2019-01-08;1
JK2001070056;KELURAHAN TEGAL ALUR;Sampah;Sampah Lingkungan;complete;2019-01-07;2019-01-07;0
QL001341420;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-07;2019-01-07;0
TW000028615;KELURAHAN JEMBATAN BESI;Tata ruang dan bangunan;"lain lain """;complete;2019-01-07;2019-01-07;0
QL001341407;KELURAHAN DURI KEPA;Saluran air/kali/sungai;"null""";complete;2019-01-07;2019-01-07;0
JK2001070041;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;complete;2019-01-07;2019-01-07;0
JK2001080041;KELURAHAN SEMANAN;Posyandu;Keluhan Posyandu;complete;2019-01-08;2019-01-08;0
JK2001080040;KELURAHAN SEMANAN;Posyandu;"null""";complete;2019-01-08;2019-01-08;0
JK2001080037;KELURAHAN SEMANAN;Posyandu;"null""";complete;2019-01-08;2019-01-08;0
JK2001080036;KELURAHAN SEMANAN;Posyandu;"null""";complete;2019-01-08;2019-01-08;0
JK2001080028;KELURAHAN SEMANAN;Posyandu;"null""";complete;2019-01-08;2019-01-08;0
QL001341615;KELURAHAN WIJAYA KUSUMA;Sampah;Sampah Got;complete;2019-01-08;2019-01-09;1
JK2001080026;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;complete;2019-01-08;2019-01-08;0
QL001341958;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-09;2019-01-09;0
QL001341957;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-09;2019-01-09;0
TW000028823;WALIKOTA JAKARTA BARAT;Jaringan listrik;Keluhan PLN;complete;2019-01-09;2019-01-09;0
QL001341910;KELURAHAN CENGKARENG TIMUR;Sampah;Sampah Got;complete;2019-01-09;2019-01-10;1
TW000028818;KELURAHAN CENGKARENG BARAT;Lembaga Kemasyarakatan;"Prosedur pelayanan masyakarat""";complete;2019-01-09;2019-01-09;0
QL001341908;KELURAHAN TOMANG;Sampah;"null""";complete;2019-01-09;2019-01-09;0
JK2001090047;KELURAHAN JATI PULO;Penataan permukiman (kampung deret;"null""";complete;2019-01-09;2019-01-09;0
QL001342182;KELURAHAN DURI KEPA;Sampah;"null""";complete;2019-01-10;2019-01-10;0
QL001342172;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Trotoar;complete;2019-01-10;2019-01-10;0
QL001342125;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Ruang Publik;complete;2019-01-10;2019-01-10;0
QL001342124;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-10;2019-01-10;0
EM000028447;KELURAHAN JELAMBAR BARU;Sampah;"lumpur pasca banjir""";complete;2019-01-10;2019-01-10;0
QL001342122;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Ruang Publik;complete;2019-01-10;2019-01-10;0
QL001342121;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-10;2019-01-10;0
EM000028878;WALIKOTA JAKARTA BARAT;Jaringan listrik;"tiang rubuh""";complete;2019-01-10;2019-01-10;0
QL001342347;KELURAHAN RAWA BUAYA;Sampah;"null""";complete;2019-01-11;2019-01-11;0
QL001342385;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;2019-01-11;2019-01-11;0
QL001342353;KELURAHAN KEBON JERUK;Sampah;Sampah Lingkungan;complete;2019-01-11;2019-01-11;0
QL001342354;KELURAHAN KEBON JERUK;Sampah;Sampah Lingkungan;complete;2019-01-11;2019-01-11;0
QL001342402;KELURAHAN KAPUK;Saluran air/kali/sungai;"null""";complete;2019-01-11;2019-01-11;0
QL001342388;KELURAHAN KOTA BAMBU SELATAN;Saluran air/kali/sungai;"null""";complete;2019-01-11;2019-01-11;0
QL001342397;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Trotoar;complete;2019-01-11;2019-01-11;0
QL001342398;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Trotoar;complete;2019-01-11;2019-01-11;0
QL001342344;KELURAHAN RAWA BUAYA;Sampah;"null""";complete;2019-01-11;2019-01-11;0
QL001342357;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-11;2019-01-13;2
QL001342719;KELURAHAN KEMANGGISAN;Sampah;"null""";complete;2019-01-12;2019-01-12;0
JK2001120042;KELURAHAN KEMANGGISAN;Sampah;"null""";complete;2019-01-12;2019-01-12;0
JK2001120041;KELURAHAN KEMANGGISAN;Sampah;"null""";complete;2019-01-12;2019-01-12;0
JK2001120040;KELURAHAN KEMANGGISAN;Sampah;"null""";complete;2019-01-12;2019-01-12;0
JK2001120039;KELURAHAN KEMANGGISAN;Sampah;"null""";complete;2019-01-12;2019-01-12;0
JK2001120038;KELURAHAN KEMANGGISAN;Sampah;"null""";complete;2019-01-12;2019-01-12;0
QL001342741;KELURAHAN PEGADUNGAN;Sampah;"null""";complete;2019-01-12;2019-01-12;0
QL001342740;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;2019-01-12;2019-01-12;0
QL001342738;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;2019-01-12;2019-01-12;0
QL001342737;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;2019-01-12;2019-01-12;0
QL001342736;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;2019-01-12;2019-01-12;0
QL001342735;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;2019-01-12;2019-01-12;0
QL001342734;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;2019-01-12;2019-01-12;0
QL001342963;KELURAHAN KAPUK;Sampah;Sampah Lingkungan;complete;2019-01-13;2019-01-13;0
QL001342958;KELURAHAN PINANGSIA;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;2019-01-13;2019-01-13;0
QL001342953;KELURAHAN ROA MALAKA;Gangguan ketenteraman dan ketertiban;"null""";complete;2019-01-13;2019-01-13;0
QL001342954;KELURAHAN ROA MALAKA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-01-13;2019-01-13;0
QL4997825451050144254;KELURAHAN MERUYA UTARA;Sampah;Sampah Lingkungan Besar;complete;2019-01-13;2019-01-13;0
QL001342936;KELURAHAN TANAH SEREAL;Gangguan ketenteraman dan ketertiban;"null""";complete;2019-01-13;2019-01-13;0
QL001342932;KELURAHAN TANAH SEREAL;Sampah;Sampah Ruang Publik;complete;2019-01-13;2019-01-13;0
QL001342928;KELURAHAN TANAH SEREAL;Gangguan ketenteraman dan ketertiban;"null""";complete;2019-01-13;2019-01-13;0
EM000029070;KELURAHAN KAPUK;Sampah;Sampah Lingkungan;complete;2019-01-13;2019-01-13;0
QL001342911;KELURAHAN KRUKUT;Sampah;"null""";complete;2019-01-13;2019-01-13;0
QL001342906;KELURAHAN KRUKUT;Sampah;"null""";complete;2019-01-13;2019-01-13;0
QL001342894;KELURAHAN CENGKARENG BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-01-13;2019-01-13;0
JK2001130017;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;complete;2019-01-13;2019-01-13;0
JK2001130016;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;complete;2019-01-13;2019-01-13;0
TW000028965;KELURAHAN RAWA BUAYA;Sampah;Sampah Lingkungan;complete;2019-01-13;2019-01-13;0
QL001343474;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;2019-01-14;2019-01-14;0
QL001343472;KELURAHAN CENGKARENG BARAT;Sampah;Rumput Liar Kecil;complete;2019-01-14;2019-01-15;1
QL001343466;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Trotoar;complete;2019-01-14;2019-01-14;0
QL001343463;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Trotoar;complete;2019-01-14;2019-01-14;0
QL001343435;KELURAHAN WIJAYA KUSUMA;Sampah;Sampah Got;complete;2019-01-14;2019-01-15;1
QL001343432;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-14;2019-01-14;0
QL001343431;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-14;2019-01-14;0
QL001343429;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Trotoar;complete;2019-01-14;2019-01-14;0
QL001343428;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Got;complete;2019-01-14;2019-01-14;0
JK2001150063;KELURAHAN SUKABUMI SELATAN;Fasilitas Sosial/Fasilitas Umum;"null""";complete;2019-01-15;2019-01-15;0
QL001343721;KELURAHAN WIJAYA KUSUMA;Sampah;Sampah Got;complete;2019-01-15;2019-01-15;0
QL001343709;KELURAHAN PEGADUNGAN;Sampah;Rumput Liar Kecil;complete;2019-01-15;2019-01-15;0
FB000029302;KELURAHAN KEDOYA SELATAN;Sampah;Sampah Got;complete;2019-01-15;2019-01-15;0
JK2001140003;KELURAHAN KEDAUNG KALI ANGKE;Sampah;Sampah Lingkungan;complete;2019-01-15;2019-01-15;0
JK2001150049;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;complete;2019-01-15;2019-01-15;0
JK2001150048;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;complete;2019-01-15;2019-01-15;0
JK2001150039;KELURAHAN MERUYA UTARA;Fasilitas Sosial/Fasilitas Umum;"null""";complete;2019-01-15;2019-01-15;0
QL001344095;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-16;2019-01-16;0
QL001344094;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-16;2019-01-16;0
QL001344089;KELURAHAN CENGKARENG BARAT;Sampah;Sampah Lingkungan;complete;2019-01-16;2019-01-16;0
QL001344049;KELURAHAN SLIPI;Sampah;Sampah Trotoar;complete;2019-01-16;2019-01-16;0
QL001344037;KELURAHAN KEMBANGAN UTARA;Sampah;Sampah Lingkungan;complete;2019-01-16;2019-01-16;0
QL001343999;KELURAHAN CENGKARENG BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-01-16;2019-01-16;0
JK2001160037;KELURAHAN SEMANAN;Sampah;Sampah Lingkungan;complete;2019-01-16;2019-01-16;0
JK2001160033;KELURAHAN PAL MERAH;Sampah;Rumput Liar Kecil;complete;2019-01-16;2019-01-16;0
JK2001160032;KELURAHAN PAL MERAH;Sampah;Rumput Liar Kecil;complete;2019-01-16;2019-01-16;0
QL001343948;KELURAHAN ROA MALAKA;Arus Lalu Lintas;"null""";complete;2019-01-16;2019-01-16;0
JK2001170149;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;"null""";complete;2019-01-17;2019-01-18;1
TW000029534;WALIKOTA JAKARTA BARAT;Banjir;Laporan Banjir;complete;2019-01-17;2019-01-18;1
JK2001170147;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;"null""";complete;2019-01-17;2019-01-18;1
JK2001170146;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;"null""";complete;2019-01-17;2019-01-18;1
JK2001170145;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;"null""";complete;2019-01-17;2019-01-18;1
JK2001170144;KELURAHAN SEMANAN;Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan;"null""";complete;2019-01-17;2019-01-18;1
