id_laporan;nama_skpd;kategori;rincian_masalah;status;tanggal_masuk;tanggal_selesai;selisih_hari
QL001259824;KELURAHAN MANGGA BESAR;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;04/05/2019;04/05/2019;0
QL001259823;KELURAHAN MANGGA BESAR;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;04/05/2019;04/05/2019;0
QL001259730;KELURAHAN KOTA BAMBU SELATAN;Sampah;"Rumput di Ply ofer""";complete;04/05/2019;04/05/2019;0
QL001259732;KELURAHAN KOTA BAMBU SELATAN;Pelanggaran Perda/Pergub;"tempelan ditiang listrik""";complete;04/05/2019;04/05/2019;0
QL001259727;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"iklan liar""";complete;04/05/2019;04/05/2019;0
QL001259728;KELURAHAN KOTA BAMBU SELATAN;Gangguan ketenteraman dan ketertiban;"coretan liar di Ply over""";complete;04/05/2019;04/05/2019;0
QL001259720;KELURAHAN KEMANGGISAN;Sampah;"rumput""";complete;04/05/2019;04/05/2019;0
QL001259723;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"null""";complete;04/05/2019;04/05/2019;0
QL001259672;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;complete;04/05/2019;04/05/2019;0
QL001259650;KELURAHAN PEGADUNGAN;Sampah;Sampah Lingkungan;complete;04/05/2019;04/05/2019;0
QL001259649;KELURAHAN PEGADUNGAN;Pohon;Izin Penebangan;complete;04/05/2019;04/05/2019;0
QL001259598;KELURAHAN SEMANAN;Saluran air/kali/sungai;"pengerukan lumpur dan pengangkatan sampah saluran""";complete;04/05/2019;05/05/2019;1
QL001259597;KELURAHAN SEMANAN;Saluran air/kali/sungai;"pengangkatan sampah trsumbat di saluran""";complete;04/05/2019;05/05/2019;1
QL001259596;KELURAHAN SEMANAN;Saluran air/kali/sungai;"pengangkatan sampah saluran yg trsumbat""";complete;04/05/2019;05/05/2019;1
QL001259595;KELURAHAN SEMANAN;Saluran air/kali/sungai;"perapihan rumput liar dan pengangkatan sampah saluran """;complete;04/05/2019;05/05/2019;1
QL001259585;KELURAHAN TANGKI;Sampah;Sampah Got;complete;03/05/2019;04/05/2019;1
QL001259572;KELURAHAN TANJUNG DUREN SELATAN;Sampah;Sampah Lingkungan;complete;03/05/2019;03/05/2019;0
QL001259579;KELURAHAN TANJUNG DUREN UTARA;Sampah;Sampah Trotoar;complete;03/05/2019;03/05/2019;0
QL001259578;KELURAHAN TANJUNG DUREN SELATAN;Sampah;Sampah Lingkungan;complete;03/05/2019;03/05/2019;0
QL001259577;KELURAHAN TANJUNG DUREN SELATAN;Sampah;Sampah Lingkungan;complete;03/05/2019;03/05/2019;0
QL001259574;KELURAHAN TANJUNG DUREN SELATAN;Sampah;Sampah Lingkungan;complete;03/05/2019;03/05/2019;0
QL001259571;KELURAHAN TANJUNG DUREN SELATAN;Sampah;Sampah Lingkungan;complete;03/05/2019;03/05/2019;0
QL001259440;KELURAHAN TANJUNG DUREN SELATAN;Saluran air/kali/sungai;"saluran ada ruli""";complete;03/05/2019;03/05/2019;0
QL001259521;KELURAHAN TANJUNG DUREN SELATAN;Sampah;Sampah Lingkungan;complete;03/05/2019;03/05/2019;0
QL001259520;KELURAHAN TANJUNG DUREN SELATAN;Sampah;Sampah Lingkungan;complete;03/05/2019;03/05/2019;0
QL001259256;KELURAHAN KEMBANGAN SELATAN;Konflik sosial;"coretan liar """;complete;03/05/2019;03/05/2019;0
QL001259455;KELURAHAN KEBON JERUK;Pohon;"rumput liar""";complete;03/05/2019;03/05/2019;0
QL001259391;KELURAHAN JATI PULO;Sampah;Sampah Got;complete;03/05/2019;03/05/2019;0
QL001259371;KELURAHAN TANJUNG DUREN SELATAN;Sampah;"sampah """;complete;03/05/2019;03/05/2019;0
QL001259358;KELURAHAN KOTA BAMBU UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;03/05/2019;03/05/2019;0
QL001259355;KELURAHAN GROGOL;Sampah;Sampah Got;complete;03/05/2019;03/05/2019;0
QL001259354;KELURAHAN GROGOL;Sampah;Sampah Lingkungan;complete;03/05/2019;03/05/2019;0
QL001259297;KELURAHAN PAL MERAH;Sampah;Sampah Trotoar;complete;03/05/2019;03/05/2019;0
QL001250527;KELURAHAN KOTA BAMBU UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;03/05/2019;03/05/2019;0
QL001259318;KELURAHAN SLIPI;Sampah;Rumput Liar Kecil;complete;03/05/2019;03/05/2019;0
QL001259316;KELURAHAN SLIPI;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;03/05/2019;03/05/2019;0
QL001259315;KELURAHAN SLIPI;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;03/05/2019;03/05/2019;0
QL001259311;KELURAHAN SLIPI;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;03/05/2019;03/05/2019;0
QL001259310;KELURAHAN SLIPI;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;03/05/2019;03/05/2019;0
QL001259312;KELURAHAN SLIPI;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;03/05/2019;03/05/2019;0
QL001256291;KELURAHAN TANGKI;Parkir liar;Parkir Liar Area Publik;complete;03/05/2019;03/05/2019;0
QL001259212;KELURAHAN SLIPI;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;03/05/2019;03/05/2019;0
QL001259211;KELURAHAN SLIPI;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/05/2019;03/05/2019;0
QL001259209;KELURAHAN SLIPI;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;03/05/2019;03/05/2019;0
QL001259204;KELURAHAN PAL MERAH;Sampah;Rumput Liar Kecil;complete;03/05/2019;03/05/2019;0
QL001259205;KELURAHAN PAL MERAH;Sampah;Rumput Liar Kecil;complete;03/05/2019;03/05/2019;0
QL001259166;KELURAHAN MAPHAR;Sampah;Sampah Lingkungan;complete;03/05/2019;03/05/2019;0
QL001256840;KELURAHAN JELAMBAR BARU;Sampah;Sampah Ruang Publik;complete;03/05/2019;03/05/2019;0
QL001259149;KELURAHAN TANJUNG DUREN SELATAN;Sampah;"sampah daun kering""";complete;02/05/2019;02/05/2019;0
QL001259143;KELURAHAN KEDAUNG KALI ANGKE;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"pam mati""";complete;02/05/2019;02/05/2019;0
QL001259142;KELURAHAN KEDOYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;02/05/2019;02/05/2019;0
QL001258865;KELURAHAN KAPUK;Saluran air/kali/sungai;;wait;06/05/2019;;0
QL001258864;KELURAHAN KAPUK;Saluran air/kali/sungai;;wait;06/05/2019;;0
QL001258857;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;02/05/2019;02/05/2019;0
QL001258849;KELURAHAN RAWA BUAYA;Pohon;Pangkas s/d 70 cm;complete;02/05/2019;02/05/2019;0
QL001257118;KELURAHAN SLIPI;Sampah;Rumput Liar Kecil;complete;02/05/2019;02/05/2019;0
QL001258515;KELURAHAN KAMAL;Sampah;Rumput Liar Besar;complete;02/05/2019;02/05/2019;0
QL001258829;KELURAHAN PAL MERAH;Sampah;Sampah Trotoar;complete;02/05/2019;02/05/2019;0
QL001258793;KELURAHAN KEDOYA UTARA;Sampah;Sampah Lingkungan;complete;01/05/2019;02/05/2019;1
QL001258783;KELURAHAN TEGAL ALUR;Sampah;Sampah Lingkungan;complete;01/05/2019;01/05/2019;0
QL001258758;KELURAHAN MANGGA BESAR;Sampah;Sampah Trotoar;complete;01/05/2019;01/05/2019;0
QL001258652;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/05/2019;01/05/2019;0
QL001258632;KELURAHAN DURI KEPA;Trotoar;"lmpu merh mati""";complete;01/05/2019;01/05/2019;0
QL001258601;KELURAHAN RAWA BUAYA;Pohon;"penopingan pohon menutupin lampu pju""";complete;01/05/2019;01/05/2019;0
QL001258593;KELURAHAN KAPUK;Saluran air/kali/sungai;"penumpukan sampah""";complete;01/05/2019;01/05/2019;0
QL001258592;KELURAHAN KAPUK;Sampah;Sampah Got;complete;01/05/2019;01/05/2019;0
QL001258591;KELURAHAN KAPUK;Saluran air/kali/sungai;"penumpukan sampah di saluran""";complete;01/05/2019;01/05/2019;0
QL001258586;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/05/2019;01/05/2019;0
QL001258581;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/05/2019;01/05/2019;0
QL001280381;KELURAHAN RAWA BUAYA;Pohon;"Lain-lain:
rumput liar dan sampah saluran";complete;2019-06-30;2019-01-07;
QL001280249;KELURAHAN SLIPI;Sampah;Sampah Lingkungan;complete;2019-06-30;2019-06-30;0
QL001280215;KELURAHAN KEDOYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001280214;KELURAHAN KEDOYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-01-07;
QL001280193;KELURAHAN KEDOYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001280192;KELURAHAN KEDOYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001280191;KELURAHAN KEDOYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001280189;KELURAHAN KEDOYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-01-07;
QL001280144;KELURAHAN KEMANGGISAN;Saluran air/kali/sungai;"Lain-lain:
sampah saluran";complete;2019-06-30;2019-06-30;0
QL001280138;KELURAHAN DURI KEPA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001280120;KELURAHAN KEMANGGISAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan";complete;2019-06-30;2019-06-30;0
QL001280115;KELURAHAN GROGOL;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001280112;KELURAHAN GROGOL;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001280110;KELURAHAN TANJUNG DUREN SELATAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
coretan liar ";complete;2019-06-30;2019-06-30;0
QL001280108;KELURAHAN TOMANG;Sampah;Sampah Lingkungan;complete;2019-06-30;2019-06-30;0
QL001280105;KELURAHAN TOMANG;Pelanggaran Perda/Pergub;"Lain-lain:
melanggar perda";complete;2019-06-30;2019-06-30;0
QL001280106;KELURAHAN TOMANG;Sampah;Sampah Trotoar;complete;2019-06-30;2019-06-30;0
QL001280103;KELURAHAN TANJUNG DUREN SELATAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
ada coretan liar ";complete;2019-06-30;2019-06-30;0
QL001280095;KELURAHAN KEMANGGISAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
coretan";complete;2019-06-30;2019-06-30;0
QL001280091;KELURAHAN KEMANGGISAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan";complete;2019-06-30;2019-06-30;0
QL001279750;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001279749;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001279736;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001279801;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001279746;KELURAHAN MERUYA UTARA;Sampah;Sampah Lingkungan;complete;2019-06-30;2019-06-30;0
QL001279751;KELURAHAN MERUYA UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;2019-06-30;2019-06-30;0
QL001279735;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-30;2019-06-30;0
QL001279737;KELURAHAN MERUYA UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;2019-06-30;2019-06-30;0
QL001279823;KELURAHAN GROGOL;Sampah;Sampah Ruang Publik;complete;2019-06-30;2019-06-30;0
QL001280054;KELURAHAN KEDOYA UTARA;Trotoar;"Lain-lain:
sevarator ";complete;2019-06-30;2019-06-30;0
QL001279994;KELURAHAN KEMANGGISAN;Sampah;"Lain-lain:
rumput";complete;2019-06-30;2019-06-30;0
QL001279714;KELURAHAN JELAMBAR BARU;Pelanggaran Perda/Pergub;"Lain-lain:
Coretan liar";complete;2019-06-30;2019-01-07;
QL001279799;KELURAHAN MERUYA SELATAN;Sampah;Rumput Liar Kecil;complete;2019-06-30;2019-06-30;0
QL001279982;KELURAHAN SEMANAN;Sampah;Sampah Got;complete;2019-06-30;2019-06-30;0
QL001279970;KELURAHAN SEMANAN;Sampah;Sampah Got;complete;2019-06-30;2019-06-30;0
QL001279967;KELURAHAN MAPHAR;Sampah;Sampah Lingkungan;complete;2019-06-30;2019-06-30;0
QL001279962;KELURAHAN TANGKI;Sampah;Sampah Got;complete;2019-06-30;2019-01-07;
QL001279930;KELURAHAN SEMANAN;Sampah;Sampah Lingkungan;complete;2019-06-30;2019-06-30;0
QL001279928;KELURAHAN SEMANAN;Sampah;Sampah Lingkungan;complete;2019-06-30;2019-06-30;0
QL001279929;KELURAHAN SEMANAN;Sampah;Sampah Lingkungan;complete;2019-06-30;2019-06-30;0
QL001279911;KELURAHAN TANGKI;Sampah;Sampah Got;complete;2019-06-30;2019-01-07;
QL001279899;KELURAHAN PAL MERAH;Sampah;Sampah Lingkungan;complete;2019-06-30;2019-06-30;0
QL001279896;KELURAHAN SLIPI;Sampah;Sampah Lingkungan;complete;2019-06-30;2019-06-30;0
QL001279895;KELURAHAN SLIPI;Sampah;Sampah Lingkungan;complete;2019-06-30;2019-06-30;0
QL001279812;KELURAHAN TANJUNG DUREN UTARA;Sampah;Sampah Trotoar;complete;2019-06-29;2019-06-29;0
QL001279811;KELURAHAN TANJUNG DUREN UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279805;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279764;KELURAHAN TANJUNG DUREN SELATAN;Sampah;"Lain-lain:
sampah dan rumput liar";complete;2019-06-29;2019-06-29;0
QL001279761;KELURAHAN TANJUNG DUREN SELATAN;Sampah;"Lain-lain:
sampah";complete;2019-06-29;2019-06-29;0
QL001279759;KELURAHAN JEMBATAN BESI;Sampah;Sampah Trotoar;complete;2019-06-29;2019-06-29;0
QL001279748;KELURAHAN MERUYA UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;2019-06-29;2019-06-29;0
QL001279747;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279745;KELURAHAN MERUYA UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;2019-06-29;2019-06-29;0
QL001279744;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;"Lain-lain:
corli";complete;2019-06-29;2019-06-29;0
QL001279743;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279742;KELURAHAN MERUYA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
LP000016522;KELURAHAN JOGLO;Pencemaran lingkungan;"Lain-lain:
asap pembakaran sampah warga";complete;2019-06-29;2019-06-30;1
QL001279732;KELURAHAN KEBON JERUK;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279730;KELURAHAN KEBON JERUK;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;2019-06-29;2019-06-29;0
QL001279731;KELURAHAN KEBON JERUK;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;2019-06-29;2019-06-29;0
QL001279728;KELURAHAN KEBON JERUK;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279727;KELURAHAN KEBON JERUK;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279726;KELURAHAN KEBON JERUK;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
LP000016518;KELURAHAN CENGKARENG BARAT;Pencemaran lingkungan;"Lain-lain:
pembakaran sampah";complete;2019-06-29;2019-06-29;0
QL001279715;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279707;KELURAHAN PAL MERAH;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;2019-06-29;2019-06-29;0
QL001279708;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279706;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279704;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279701;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279702;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279700;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279699;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-30;1
QL001279698;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279697;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279696;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279695;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279693;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279691;KELURAHAN JELAMBAR BARU;Saluran air/kali/sungai;Tersumbat Lumpur (L ? 0,6 m);complete;2019-06-29;2019-06-29;0
QL001279690;KELURAHAN JELAMBAR BARU;Sampah;Sampah Got;complete;2019-06-29;2019-06-29;0
QL001279689;KELURAHAN JELAMBAR BARU;Sampah;Sampah Got;complete;2019-06-29;2019-06-29;0
QL001279686;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279684;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279683;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
null";complete;2019-06-29;2019-06-29;0
QL001279680;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279682;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279681;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279679;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279677;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
null";complete;2019-06-29;2019-06-29;0
QL001279678;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279676;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tempel";complete;2019-06-29;2019-06-30;1
QL001279673;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279675;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279674;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
null";complete;2019-06-29;2019-06-30;1
QL001279672;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279671;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279670;KELURAHAN KEMANGGISAN;Sampah;"Lain-lain:
rumput";complete;2019-06-29;2019-06-29;0
QL001279669;KELURAHAN KEMANGGISAN;Sampah;"Lain-lain:
rumput";complete;2019-06-29;2019-06-29;0
QL001279667;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279668;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
iklan tiang";complete;2019-06-29;2019-06-29;0
QL001279666;KELURAHAN KEMANGGISAN;Pelanggaran Perda/Pergub;"Lain-lain:
oklan tiang";complete;2019-06-29;2019-06-29;0
QL001279634;KELURAHAN KAPUK;Pohon;"Lain-lain:
rumput liar";complete;2019-06-29;2019-06-29;0
QL001279631;KELURAHAN JELAMBAR BARU;Saluran air/kali/sungai;Tali/Mulut Air Tersumbat;complete;2019-06-29;2019-06-29;0
QL001279630;KELURAHAN JELAMBAR BARU;Saluran air/kali/sungai;Tersumbat Lumpur (L ? 0,6 m);complete;2019-06-29;2019-06-29;0
QL001279629;KELURAHAN KEMBANGAN UTARA;Sampah;Sampah Lingkungan;complete;2019-06-29;2019-06-29;0
QL001279624;KELURAHAN DURI KEPA;Sampah;Sampah Got;complete;2019-06-29;2019-06-29;0
KC000016481;KELURAHAN MERUYA UTARA;Sampah;Sampah Lingkungan;complete;2019-06-29;2019-06-30;1
QL001279612;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279611;KELURAHAN PAL MERAH;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-29;2019-06-29;0
QL001279504;KELURAHAN GROGOL;Sampah;Sampah Trotoar;complete;2019-06-29;2019-06-29;0
QL001279503;KELURAHAN GROGOL;Sampah;Sampah Lingkungan;complete;2019-06-29;2019-06-29;0
QL001279502;KELURAHAN GROGOL;Sampah;Sampah Trotoar;complete;2019-06-29;2019-06-29;0
QL001279501;KELURAHAN GROGOL;Sampah;Sampah Trotoar;complete;2019-06-29;2019-06-29;0
QL001279212;KELURAHAN KALIANYAR;Sampah;Sampah Got;complete;2019-06-28;2019-06-28;0
QL001279286;KELURAHAN JELAMBAR BARU;Sampah;"Lain-lain:
rumput liar ";complete;2019-06-28;2019-06-29;1
QL001279360;KELURAHAN TOMANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
iklan liar";complete;2019-06-28;2019-06-28;0
QL001279358;KELURAHAN TOMANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
tumpukan barang-barang boncos";complete;2019-06-28;2019-06-28;0
QL001279356;KELURAHAN TOMANG;Sampah;Sampah Lingkungan;complete;2019-06-28;2019-06-28;0
QL001279355;KELURAHAN TOMANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
lokasi lapak binaan UMKM";complete;2019-06-28;2019-06-28;0
QL001279354;KELURAHAN TOMANG;Sampah;Sampah Lingkungan;complete;2019-06-28;2019-06-28;0
QL001279353;KELURAHAN TOMANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
iklan liar";complete;2019-06-28;2019-06-28;0
QL001279351;KELURAHAN TOMANG;Sampah;Sampah Lingkungan;complete;2019-06-28;2019-06-28;0
QL001279350;KELURAHAN TOMANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
lklan liar";complete;2019-06-28;2019-06-28;0
QL001279349;KELURAHAN TOMANG;Sampah;Sampah Lingkungan;complete;2019-06-28;2019-06-28;0
QL001279347;KELURAHAN TOMANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
iklan liar";complete;2019-06-28;2019-06-28;0
QL001279348;KELURAHAN TOMANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
iklan liar";complete;2019-06-28;2019-06-28;0
QL001279346;KELURAHAN TOMANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
iklan liar";complete;2019-06-28;2019-06-28;0
QL001279345;KELURAHAN TOMANG;Sampah;Sampah Lingkungan;complete;2019-06-28;2019-06-28;0
QL001279339;KELURAHAN TANJUNG DUREN UTARA;Sampah;Sampah Got;complete;2019-06-28;2019-06-28;0
QL001279338;KELURAHAN TANJUNG DUREN UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-28;2019-06-28;0
QL001279336;KELURAHAN TANJUNG DUREN UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;2019-06-28;2019-06-28;0
QL001279335;KELURAHAN TANJUNG DUREN UTARA;Sampah;Sampah Trotoar;complete;2019-06-28;2019-06-28;0
QL001279334;KELURAHAN TANJUNG DUREN UTARA;Sampah;Sampah Trotoar;complete;2019-06-28;2019-06-28;0
QL001279331;KELURAHAN DURI KEPA;Sampah;Sampah Got;complete;2019-06-28;2019-06-28;0
QL001279332;KELURAHAN DURI KEPA;Sampah;"Lain-lain:
sampah plastik";complete;2019-06-28;2019-06-28;0
QL001279328;KELURAHAN DURI KEPA;Sampah;Sampah Got;complete;2019-06-28;2019-06-28;0
QL001279317;KELURAHAN DURI KEPA;Sampah;"Lain-lain:
sampah liar";complete;2019-06-28;2019-06-28;0
QL001279321;KELURAHAN DURI KEPA;Sampah;"Lain-lain:
sampah plastik";complete;2019-06-28;2019-06-28;0
QL001279314;KELURAHAN DURI KEPA;Sampah;"Lain-lain:
sampah liar";complete;2019-06-28;2019-06-28;0
QL001279311;KELURAHAN DURI KEPA;Sampah;"Lain-lain:
sampah lingkungan";complete;2019-06-28;2019-06-28;0
QL001279308;KELURAHAN TANJUNG DUREN UTARA;Sampah;Sampah Trotoar;complete;2019-06-28;2019-06-28;0
QL001279306;KELURAHAN TANJUNG DUREN UTARA;Sampah;Sampah Got;complete;2019-06-28;2019-06-28;0
QL001279305;KELURAHAN TANJUNG DUREN UTARA;Sampah;Sampah Trotoar;complete;2019-06-28;2019-06-28;0
QL001279303;KELURAHAN TANJUNG DUREN UTARA;Sampah;Sampah Trotoar;complete;2019-06-28;2019-06-28;0
