id_laporan;skpd;kategori;rincian_masalah;status;tanggal_masuk;tanggal_selesai;waktu_selesai
QL001226828;KELURAHAN TEBET TIMUR;Sampah;Sampah Lingkungan;complete;01/02/2019;01/02/2019;1
QL001226837;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;01/02/2019;1
QL001226838;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;01/02/2019;1
QL001226839;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;01/02/2019;1
QL001226845;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;01/02/2019;1
QL001226856;KELURAHAN RAGUNAN;Arus lalu lintas;"Lain-lain:
kendaraan masuk jalur busway";complete;01/02/2019;01/02/2019;1
QL001226902;KELURAHAN BANGKA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
coretan liar";complete;01/02/2019;01/02/2019;1
QL001226915;KELURAHAN KUNINGAN BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;01/02/2019;1
QL001226922;KELURAHAN PONDOK PINANG;Sampah;"Lain-lain:
rumli";complete;01/02/2019;01/02/2019;1
QL001226921;KELURAHAN PONDOK PINANG;Sampah;"Lain-lain:
rumli";complete;01/02/2019;01/02/2019;1
QL001226930;KELURAHAN GROGOL SELATAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;01/02/2019;1
QL001226948;KELURAHAN GROGOL SELATAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;01/02/2019;1
QL001226959;KELURAHAN JATI PADANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
pelanggaran ketertiban ";complete;01/02/2019;01/02/2019;1
EM000010641;KELURAHAN CIPULIR;Pelanggaran Perda/Pergub;Pungli non Aparat;complete;01/02/2019;02/02/2019;1
QL001226974;KELURAHAN CIPETE UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;01/02/2019;1
QL001226985;KELURAHAN PEJATEN TIMUR;Banjir;"Lain-lain:
saluran tersumbat sampah ";complete;01/02/2019;01/02/2019;1
QL001226955;KELURAHAN GUNUNG;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;01/02/2019;1
QL001227020;KELURAHAN JATI PADANG;Pelanggaran Perda/Pergub;"Lain-lain:
iklan liar";complete;01/02/2019;01/02/2019;1
QL001227090;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;01/02/2019;01/02/2019;1
QL001227092;KELURAHAN PEJATEN BARAT;Lokasi Binaan dan Lokasi Sementara;"Lain-lain:
Pedagang kaki 5,";complete;01/02/2019;01/02/2019;1
QL001227093;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;01/02/2019;01/02/2019;1
QL001227091;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;01/02/2019;01/02/2019;1
QL001227097;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;01/02/2019;01/02/2019;1
QL001227095;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;01/02/2019;01/02/2019;1
QL001227094;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;01/02/2019;01/02/2019;1
QL001227096;KELURAHAN KARET SEMANGGI;Sampah;Sampah Trotoar;complete;01/02/2019;01/02/2019;1
QL001227100;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;01/02/2019;01/02/2019;1
QL001227099;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;01/02/2019;01/02/2019;1
QL001227101;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;01/02/2019;01/02/2019;1
QL001227108;KELURAHAN PONDOK LABU;Pohon;Pangkas > 70 cm;complete;01/02/2019;01/02/2019;1
QL001227115;KELURAHAN CIPETE UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;02/02/2019;1
QL001227154;KELURAHAN MAMPANG PRAPATAN;Pelanggaran Perda/Pergub;"Lain-lain:
spanduk sosialisasi";complete;01/02/2019;01/02/2019;1
QL001227196;KELURAHAN PEJATEN TIMUR;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;01/02/2019;01/02/2019;1
QL001227213;KELURAHAN GROGOL UTARA;Saluran air/kali/sungai;"Lain-lain:
salurannya akan dibersihkan sekalian sama yg punya tumpukan dampah tersebut";complete;01/02/2019;01/02/2019;1
QL001227214;KELURAHAN GROGOL UTARA;Saluran air/kali/sungai;"Lain-lain:
sampah kayu menutupi saluran";complete;01/02/2019;03/02/2019;1
QL001227215;KELURAHAN GROGOL UTARA;Sampah;Sampah Lingkungan;complete;01/02/2019;03/02/2019;1
QL001227220;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;01/02/2019;02/02/2019;1
QL001227225;KELURAHAN PASAR MANGGIS;Pohon;Pangkas s/d 70 cm;complete;01/02/2019;02/02/2019;1
QL001227263;KELURAHAN CIGANJUR;Sampah;"Lain-lain:
pohon menghalangi Kaca ";complete;02/02/2019;02/02/2019;1
QL001227267;KELURAHAN PELA MAMPANG;Sampah;"Lain-lain:
Sampah kering";complete;02/02/2019;02/02/2019;1
QL001227276;KELURAHAN GANDARIA UTARA;Sampah;Sampah Lingkungan;complete;02/02/2019;02/02/2019;1
QL001227278;KELURAHAN TEBET BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;02/02/2019;02/02/2019;1
QL001227280;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;02/02/2019;02/02/2019;1
QL001227282;KELURAHAN TEBET BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;02/02/2019;02/02/2019;1
QL001227287;KELURAHAN TEBET TIMUR;Sampah;Sampah Trotoar;complete;02/02/2019;02/02/2019;1
QL001227286;KELURAHAN TEBET TIMUR;Sampah;"Lain-lain:
pot bunga";complete;02/02/2019;03/02/2019;1
QL001227289;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;02/02/2019;02/02/2019;1
QL001227291;KELURAHAN TEBET BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;02/02/2019;02/02/2019;1
QL001227294;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;02/02/2019;02/02/2019;1
QL001227293;KELURAHAN TEBET BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;02/02/2019;02/02/2019;1
QL001227295;KELURAHAN TEBET BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;02/02/2019;02/02/2019;1
QL001227298;KELURAHAN PETOGOGAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;02/02/2019;02/02/2019;1
QL001227302;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;02/02/2019;02/02/2019;1
QL001227307;KELURAHAN PETOGOGAN;Sampah;Sampah Trotoar;complete;02/02/2019;02/02/2019;1
QL001227308;KELURAHAN TEBET TIMUR;Sampah;Sampah Lingkungan;complete;02/02/2019;02/02/2019;1
QL001227311;KELURAHAN TEBET TIMUR;Sampah;Sampah Got;complete;02/02/2019;02/02/2019;1
QL001227312;KELURAHAN TEBET TIMUR;Pohon;Pangkas s/d 70 cm;complete;02/02/2019;02/02/2019;1
QL001227313;KELURAHAN TEBET TIMUR;Pohon;Pangkas s/d 70 cm;complete;02/02/2019;02/02/2019;1
QL001227315;KELURAHAN PONDOK LABU;Pohon;"Lain-lain:
rumput liar";complete;02/02/2019;02/02/2019;1
QL001227321;KELURAHAN PETOGOGAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;02/02/2019;02/02/2019;1
QL001227322;KELURAHAN RAWA BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Corli";complete;02/02/2019;02/02/2019;1
QL001227326;KELURAHAN CIGANJUR;Pohon;"Lain-lain:
penyempringan rumput liar";complete;02/02/2019;02/02/2019;1
KC000010683;KELURAHAN PONDOK LABU;Lain-lain;"Lain-lain:
polisi tidur";complete;02/02/2019;02/02/2019;1
QL001227301;KELURAHAN TEBET BARAT;Sampah;"Lain-lain:
pot tanpa tanaman";complete;02/02/2019;02/02/2019;1
QL001227284;KELURAHAN TEBET TIMUR;Trotoar;"Lain-lain:
rambu miring";complete;02/02/2019;02/02/2019;1
QL001227465;KELURAHAN PONDOK PINANG;Pelanggaran Perda/Pergub;"Lain-lain:
ikli";complete;02/02/2019;02/02/2019;1
QL001227467;KELURAHAN PONDOK PINANG;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;02/02/2019;02/02/2019;1
QL001227538;KELURAHAN BANGKA;Parkir liar;Parkir Liar Area Publik;complete;02/02/2019;02/02/2019;1
QL001227572;KELURAHAN RAWA JATI;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Coretan Liar";complete;02/02/2019;02/02/2019;1
QL001227593;KELURAHAN DUREN TIGA;Sampah;Sampah Got;complete;02/02/2019;02/02/2019;1
QL001227607;KELURAHAN TEGAL PARANG;Sampah;Sampah Lingkungan;complete;02/02/2019;02/02/2019;1
QL001227691;KELURAHAN GUNUNG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
null";complete;02/02/2019;03/02/2019;1
QL001227694;KELURAHAN GUNUNG;Sampah;Sampah Trotoar;complete;02/02/2019;03/02/2019;1
QL001227760;KELURAHAN PEJATEN TIMUR;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227763;KELURAHAN PEJATEN TIMUR;Sampah;Rumput Liar Kecil;complete;03/02/2019;03/02/2019;1
QL001227764;KELURAHAN PEJATEN TIMUR;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227765;KELURAHAN PEJATEN TIMUR;Sampah;Rumput Liar Kecil;complete;03/02/2019;03/02/2019;1
QL001227767;KELURAHAN PEJATEN TIMUR;Sampah;Rumput Liar Kecil;complete;03/02/2019;03/02/2019;1
QL001227768;KELURAHAN PEJATEN TIMUR;Sampah;Rumput Liar Kecil;complete;03/02/2019;03/02/2019;1
QL001227776;KELURAHAN GANDARIA UTARA;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227847;KELURAHAN GUNTUR;Pelanggaran Perda/Pergub;"Lain-lain:
spanduk liar";complete;03/02/2019;03/02/2019;1
QL001227848;KELURAHAN GUNTUR;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;03/02/2019;03/02/2019;1
QL001227853;KELURAHAN GUNTUR;Pelanggaran Perda/Pergub;"Lain-lain:
spanduk iklan liar";complete;03/02/2019;03/02/2019;1
QL001227855;KELURAHAN PASAR MANGGIS;Gangguan ketenteraman dan ketertiban;Gangguan PMKS;complete;03/02/2019;03/02/2019;1
QL001227860;KELURAHAN GUNTUR;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;03/02/2019;03/02/2019;1
QL001227912;KELURAHAN MAMPANG PRAPATAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
vandalism";complete;03/02/2019;03/02/2019;1
QL001227916;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227917;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227918;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227921;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227922;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227919;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227923;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227925;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227926;KELURAHAN PEJATEN BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
Corli";complete;03/02/2019;03/02/2019;1
QL001227927;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227928;KELURAHAN PEJATEN BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
Samapah kering";complete;03/02/2019;03/02/2019;1
QL001227930;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227932;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227934;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227933;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227935;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227936;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227937;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227938;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227939;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227940;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227941;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227942;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227943;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227944;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227946;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227945;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227947;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227948;KELURAHAN PEJATEN BARAT;Saluran air/kali/sungai;"Lain-lain:
Smpah lingkungan";complete;03/02/2019;03/02/2019;1
QL001227953;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227954;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227955;KELURAHAN PEJATEN BARAT;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227957;KELURAHAN PEJATEN BARAT;Saluran air/kali/sungai;"Lain-lain:
Sampah di saluran";complete;03/02/2019;03/02/2019;1
QL001227959;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227962;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;03/02/2019;03/02/2019;1
QL001227963;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;03/02/2019;03/02/2019;1
QL001227965;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;03/02/2019;03/02/2019;1
QL001227966;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227967;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;03/02/2019;03/02/2019;1
QL001227970;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227971;KELURAHAN PEJATEN BARAT;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001227973;KELURAHAN BANGKA;Sampah;Sampah Ruang Publik;complete;03/02/2019;03/02/2019;1
QL001227976;KELURAHAN BANGKA;Sampah;Sampah Ruang Publik;complete;03/02/2019;03/02/2019;1
QL001227975;KELURAHAN BANGKA;Sampah;"Lain-lain:
coretan liar";complete;03/02/2019;03/02/2019;1
QL001228011;KELURAHAN RAWA JATI;Saluran air/kali/sungai;"Lain-lain:
Tutup Saluran";complete;03/02/2019;04/02/2019;1
QL001228014;KELURAHAN RAWA JATI;Saluran air/kali/sungai;"Lain-lain:
Tutup Saluran";complete;03/02/2019;04/02/2019;1
QL001228017;KELURAHAN RAWA JATI;Saluran air/kali/sungai;"Lain-lain:
Tutup Saluran";complete;03/02/2019;04/02/2019;1
QL001228026;KELURAHAN PULO;Sampah;Sampah Trotoar;complete;03/02/2019;04/02/2019;1
QL001228084;KELURAHAN PONDOK LABU;Sampah;Sampah Lingkungan;complete;03/02/2019;03/02/2019;1
QL001228108;KELURAHAN KRAMAT PELA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;03/02/2019;04/02/2019;1
QL001228110;KELURAHAN KRAMAT PELA;Sampah;Sampah Trotoar;complete;03/02/2019;04/02/2019;1
QL001228176;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Ruang Publik;complete;04/02/2019;04/02/2019;1
QL001228175;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001228177;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001228178;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001228179;KELURAHAN BUKIT DURI;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228180;KELURAHAN BUKIT DURI;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228182;KELURAHAN BUKIT DURI;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228183;KELURAHAN BUKIT DURI;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228184;KELURAHAN BUKIT DURI;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228188;KELURAHAN TEBET TIMUR;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001228189;KELURAHAN TEBET TIMUR;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001228195;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228199;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228200;KELURAHAN TEBET BARAT;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228264;KELURAHAN PENGADEGAN;Pelanggaran Perda/Pergub;"Lain-lain:
sampah liar dan rumput liar";complete;04/02/2019;04/02/2019;1
QL001228273;KELURAHAN RAWA JATI;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001227216;KELURAHAN TEBET BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
besi menghalangi pejalan kaki ";complete;04/02/2019;04/02/2019;1
QL001227218;KELURAHAN TEBET BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
bendera Dan iklan liar";complete;04/02/2019;04/02/2019;1
QL001227209;KELURAHAN MANGGARAI SELATAN;Pohon;Pangkas s/d 70 cm;complete;04/02/2019;04/02/2019;1
QL001227207;KELURAHAN MANGGARAI SELATAN;Pohon;Pangkas s/d 70 cm;complete;04/02/2019;04/02/2019;1
QL001227200;KELURAHAN MANGGARAI SELATAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
Janur Kering ";complete;04/02/2019;04/02/2019;1
QL001227961;KELURAHAN RAGUNAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;04/02/2019;04/02/2019;1
QL001227956;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;04/02/2019;04/02/2019;1
QL001227958;KELURAHAN RAGUNAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;04/02/2019;04/02/2019;1
QL001228237;KELURAHAN KALIBATA;Sampah;Sampah Got;complete;04/02/2019;04/02/2019;1
QL001228268;KELURAHAN PEJATEN TIMUR;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001228192;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001227964;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;04/02/2019;04/02/2019;1
QL001227997;KELURAHAN CILANDAK TIMUR;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001227980;KELURAHAN CILANDAK TIMUR;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001228181;KELURAHAN BUKIT DURI;Pohon;Pangkas > 70 cm;complete;04/02/2019;04/02/2019;1
QL001228190;KELURAHAN TEBET BARAT;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001228196;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Lingkungan;complete;04/02/2019;04/02/2019;1
QL001227968;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;04/02/2019;04/02/2019;1
QL001227987;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;04/02/2019;04/02/2019;1
QL001228317;KELURAHAN CILANDAK BARAT;Sampah;Rumput Liar Besar;complete;04/02/2019;04/02/2019;1
QL001228318;KELURAHAN CILANDAK BARAT;Sampah;Rumput Liar Kecil;complete;04/02/2019;04/02/2019;1
QL001228319;KELURAHAN CILANDAK BARAT;Sampah;Rumput Liar Besar;complete;04/02/2019;04/02/2019;1
EM000010762;KELURAHAN RAWA JATI;Pencemaran lingkungan;"Lain-lain:
Petugas Jumantik";complete;04/02/2019;04/02/2019;1
SM000010753;KELURAHAN PONDOK PINANG;Lain-lain;"Lain-lain:
fogging";complete;04/02/2019;07/02/2019;3
TW000010742;KELURAHAN DUREN TIGA;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;04/02/2019;04/02/2019;1
EM000010747;KELURAHAN DUREN TIGA;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;04/02/2019;04/02/2019;1
QL001228382;KELURAHAN KRAMAT PELA;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228384;KELURAHAN KRAMAT PELA;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228383;KELURAHAN KRAMAT PELA;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228385;KELURAHAN PULO;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;04/02/2019;04/02/2019;1
QL001228386;KELURAHAN PULO;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
kanstin berantakan ";complete;04/02/2019;04/02/2019;1
QL001228391;KELURAHAN PULO;Sampah;"Lain-lain:
corli";complete;04/02/2019;04/02/2019;1
QL001228396;KELURAHAN KRAMAT PELA;Pelanggaran Perda/Pergub;"Lain-lain:
corli";complete;04/02/2019;04/02/2019;1
QL001228400;KELURAHAN KRAMAT PELA;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228399;KELURAHAN KRAMAT PELA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
perbaikan tutup hong";complete;04/02/2019;04/02/2019;1
QL001228401;KELURAHAN KRAMAT PELA;Sampah;"Lain-lain:
Iklan Liar dan Sampah Batu Puing";complete;04/02/2019;04/02/2019;1
QL001228404;KELURAHAN KRAMAT PELA;Pohon;Pangkas s/d 70 cm;complete;04/02/2019;04/02/2019;1
QL001228405;KELURAHAN KRAMAT PELA;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228412;KELURAHAN KRAMAT PELA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;04/02/2019;04/02/2019;1
QL001228414;KELURAHAN KRAMAT PELA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
Corli dan Konstruksi Miring";complete;04/02/2019;04/02/2019;1
QL001228415;KELURAHAN KRAMAT PELA;Sampah;Sampah Trotoar;complete;04/02/2019;04/02/2019;1
QL001228418;KELURAHAN KRAMAT PELA;Sampah;"Lain-lain:
Sampah Kertas";complete;04/02/2019;04/02/2019;1
QL001228417;KELURAHAN KRAMAT PELA;Sampah;"Lain-lain:
Sampah Kanstain";complete;04/02/2019;04/02/2019;1
QL001228416;KELURAHAN KRAMAT PELA;Sampah;"Lain-lain:
corli";complete;04/02/2019;04/02/2019;1
QL001228423;KELURAHAN CIPULIR;Sampah;Sampah Ruang Publik;complete;04/02/2019;04/02/2019;1
QL001228424;KELURAHAN CIPULIR;Sampah;Sampah Trotoar;complete;04/02/2019;05/02/2019;1
QL001228457;KELURAHAN TEBET TIMUR;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
pot tanaman yang mengganggu jalan";complete;04/02/2019;04/02/2019;1
QL001228543;KELURAHAN MANGGARAI;Sampah;Sampah Lingkungan;complete;04/02/2019;05/02/2019;1
QL001228625;KELURAHAN RAWA BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
pembatas jalan";complete;04/02/2019;04/02/2019;1
QL001228752;KELURAHAN LENTENG AGUNG;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;05/02/2019;05/02/2019;1
QL001228754;KELURAHAN LENTENG AGUNG;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;05/02/2019;05/02/2019;1
QL001228756;KELURAHAN LENTENG AGUNG;Sampah;Rumput Liar Besar;complete;05/02/2019;05/02/2019;1
QL001228755;KELURAHAN LENTENG AGUNG;Sampah;Rumput Liar Besar;complete;05/02/2019;05/02/2019;1
QL001228821;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;05/02/2019;05/02/2019;1
QL001228822;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;05/02/2019;05/02/2019;1
QL001228823;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;05/02/2019;05/02/2019;1
QL001228842;KELURAHAN TEBET BARAT;Sampah;Sampah Lingkungan;complete;05/02/2019;05/02/2019;1
QL001228849;KELURAHAN MENTENG ATAS;Pohon;"Lain-lain:
rumli";complete;05/02/2019;05/02/2019;1
QL001228860;KELURAHAN CIPULIR;Pohon;Pangkas > 70 cm;complete;05/02/2019;06/02/2019;1
