id_laporan;skpd;kategori;rincian_masalah;status;tanggal_masuk;tanggal_selesai;waktu_selesai
QL001266050;KELURAHAN PONDOK PINANG;Sampah;"Lain-lain:
tempelan";complete;19/05/2019;19/05/2019;1
QL001266052;KELURAHAN PONDOK PINANG;Sampah;Sampah Lingkungan Besar;complete;19/05/2019;19/05/2019;1
QL001266053;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;19/05/2019;19/05/2019;1
QL001266054;KELURAHAN PONDOK PINANG;Sampah;"Lain-lain:
tempelan";complete;19/05/2019;19/05/2019;1
QL001266058;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;19/05/2019;19/05/2019;1
QL001266059;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;19/05/2019;19/05/2019;1
QL001266060;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;19/05/2019;19/05/2019;1
QL001266061;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;19/05/2019;19/05/2019;1
QL001266062;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;19/05/2019;19/05/2019;1
QL001266063;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;19/05/2019;19/05/2019;1
QL001266072;KELURAHAN TANJUNG BARAT;Sampah;Sampah Trotoar;complete;19/05/2019;19/05/2019;1
QL001266111;KELURAHAN PONDOK PINANG;Sampah;Sampah Trotoar;complete;19/05/2019;19/05/2019;1
QL001266146;KELURAHAN PONDOK PINANG;Sampah;Sampah Lingkungan;complete;19/05/2019;19/05/2019;1
QL001266148;KELURAHAN PONDOK PINANG;Sampah;Sampah Trotoar;complete;19/05/2019;19/05/2019;1
QL001266149;KELURAHAN PONDOK PINANG;Sampah;Sampah Lingkungan;complete;19/05/2019;19/05/2019;1
QL001266150;KELURAHAN PONDOK PINANG;Sampah;Sampah Lingkungan;complete;19/05/2019;19/05/2019;1
QL001266152;KELURAHAN PONDOK PINANG;Sampah;Sampah Lingkungan;complete;19/05/2019;19/05/2019;1
QL001266153;KELURAHAN PONDOK PINANG;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
kabel";complete;19/05/2019;19/05/2019;1
QL001266154;KELURAHAN PONDOK PINANG;Sampah;Sampah Trotoar;complete;19/05/2019;19/05/2019;1
QL001266155;KELURAHAN PONDOK PINANG;Sampah;Sampah Trotoar;complete;19/05/2019;19/05/2019;1
QL001266156;KELURAHAN PONDOK PINANG;Pelanggaran Perda/Pergub;"Lain-lain:
stiker";complete;19/05/2019;19/05/2019;1
QL001266157;KELURAHAN PONDOK PINANG;Trotoar;"Lain-lain:
null";complete;19/05/2019;19/05/2019;1
QL001266158;KELURAHAN PONDOK PINANG;Pelanggaran Perda/Pergub;"Lain-lain:
iklan liar";complete;19/05/2019;19/05/2019;1
QL001266159;KELURAHAN PONDOK PINANG;Sampah;Sampah Trotoar;complete;19/05/2019;19/05/2019;1
QL001266160;KELURAHAN PONDOK PINANG;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;19/05/2019;19/05/2019;1
QL001266161;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;19/05/2019;19/05/2019;1
QL001266163;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
sampah kayu, tali lakban ex pilpres";complete;19/05/2019;19/05/2019;1
QL001266164;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
sampah kayu, tali lakban ex pilpres";complete;19/05/2019;19/05/2019;1
QL001266165;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
sampah kayu, tali lakban ex pilpres";complete;19/05/2019;19/05/2019;1
QL001266166;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;19/05/2019;19/05/2019;1
QL001266167;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
sampah ex pemilu lakban dan bambu";complete;19/05/2019;19/05/2019;1
QL001266168;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
sampah ikli, lakban, bambu ex pilpres";complete;19/05/2019;19/05/2019;1
QL001266169;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
null";complete;19/05/2019;19/05/2019;1
QL001266170;KELURAHAN CILANDAK BARAT;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;19/05/2019;19/05/2019;1
QL001266171;KELURAHAN CILANDAK BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;19/05/2019;19/05/2019;1
QL001266172;KELURAHAN CILANDAK BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;19/05/2019;19/05/2019;1
QL001266173;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
sampah kayu, tali lakban ex pilpres";complete;19/05/2019;19/05/2019;1
QL001266174;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
sampah kayu, tali lakban ex pilpres";complete;19/05/2019;19/05/2019;1
QL001266176;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah tali rafia";complete;19/05/2019;19/05/2019;1
QL001266177;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban";complete;19/05/2019;19/05/2019;1
QL001266178;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban dan bambu";complete;19/05/2019;19/05/2019;1
QL001266179;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban dan bambu";complete;19/05/2019;19/05/2019;1
QL001266180;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban";complete;19/05/2019;19/05/2019;1
QL001266181;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban";complete;19/05/2019;19/05/2019;1
QL001266182;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
Sampah lakban dan bambu";complete;19/05/2019;19/05/2019;1
QL001266183;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban";complete;19/05/2019;19/05/2019;1
QL001266184;KELURAHAN CIPETE SELATAN;Pohon;"Lain-lain:
sudah kordinasi dengan pihak restoran de'clean bahwa tanaman itu hias dan akan dibersihkan oleh pihak restoran";complete;19/05/2019;19/05/2019;1
QL001266185;KELURAHAN CIPETE SELATAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;19/05/2019;19/05/2019;1
QL001266187;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
sampah kayu, tali lakban ex pilpres";complete;19/05/2019;19/05/2019;1
QL001266188;KELURAHAN CILANDAK BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;19/05/2019;19/05/2019;1
QL001266189;KELURAHAN CILANDAK BARAT;Pelanggaran Perda/Pergub;"Lain-lain:
iklan liar";complete;19/05/2019;19/05/2019;1
QL001266190;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban dan corli";complete;19/05/2019;19/05/2019;1
QL001266191;KELURAHAN CIPETE SELATAN;Pelanggaran Perda/Pergub;"Lain-lain:
corli";complete;19/05/2019;19/05/2019;1
QL001266193;KELURAHAN GANDARIA SELATAN;Sampah;Sampah Lingkungan;complete;19/05/2019;19/05/2019;1
QL001266197;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah batu puing";complete;19/05/2019;20/05/2019;1
QL001266204;KELURAHAN GANDARIA SELATAN;Sampah;"Lain-lain:
lakban bekas APK";complete;19/05/2019;19/05/2019;1
QL001266228;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
TL";complete;19/05/2019;19/05/2019;1
QL001266242;KELURAHAN GROGOL UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;19/05/2019;19/05/2019;1
QL001266261;KELURAHAN GROGOL UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
null";complete;19/05/2019;19/05/2019;1
QL001266341;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
Sampah daun";complete;19/05/2019;19/05/2019;1
QL001266342;KELURAHAN GANDARIA UTARA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
tong sampah rusak";complete;19/05/2019;20/05/2019;1
QL001266343;KELURAHAN GANDARIA SELATAN;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266344;KELURAHAN KRAMAT PELA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;19/05/2019;19/05/2019;1
QL001266398;KELURAHAN PASAR MANGGIS;Sampah;Sampah Lingkungan;complete;20/05/2019;20/05/2019;1
QL001266423;KELURAHAN BANGKA;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266433;KELURAHAN KALIBATA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
tong pilah";complete;20/05/2019;20/05/2019;1
QL001266484;KELURAHAN PASAR MANGGIS;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
PAGAR RUSAK DAN TDK ADA TANAMAN ";complete;20/05/2019;20/05/2019;1
QL001266494;KELURAHAN PEJATEN BARAT;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
Sdh di bikin taman";complete;20/05/2019;20/05/2019;1
QL001266517;KELURAHAN DUREN TIGA;Sampah;Sampah Lingkungan;complete;20/05/2019;20/05/2019;1
QL001266570;KELURAHAN DUREN TIGA;Sampah;"Lain-lain:
sampah petih";complete;20/05/2019;20/05/2019;1
QL001266572;KELURAHAN PONDOK LABU;Sampah;Rumput Liar Kecil;complete;20/05/2019;20/05/2019;1
QL001266574;KELURAHAN TEGAL PARANG;Sampah;"Lain-lain:
Sampah batu di trotoar";complete;20/05/2019;20/05/2019;1
QL001266575;KELURAHAN TEGAL PARANG;Sampah;"Lain-lain:
Sampah batu puing di trotoar";complete;20/05/2019;20/05/2019;1
QL001266576;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;20/05/2019;20/05/2019;1
QL001266579;KELURAHAN CIPETE UTARA;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266583;KELURAHAN PULO;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266584;KELURAHAN PULO;Pelanggaran Perda/Pergub;"Lain-lain:
iklan liar";complete;20/05/2019;20/05/2019;1
QL001266585;KELURAHAN PULO;Pelanggaran Perda/Pergub;"Lain-lain:
iklan liar sdh di tl";complete;20/05/2019;20/05/2019;1
QL001266587;KELURAHAN GANDARIA SELATAN;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266588;KELURAHAN GANDARIA SELATAN;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
sampah";complete;20/05/2019;20/05/2019;1
QL001266589;KELURAHAN GANDARIA SELATAN;Sampah;"Lain-lain:
sampah";complete;20/05/2019;20/05/2019;1
QL001266590;KELURAHAN MELAWAI;Gangguan ketenteraman dan ketertiban;"Lain-lain:
pemangkasan ranting dan sampah";complete;20/05/2019;20/05/2019;1
QL001266591;KELURAHAN MELAWAI;Pelanggaran Perda/Pergub;"Lain-lain:
iklan liar";complete;20/05/2019;20/05/2019;1
QL001266592;KELURAHAN MELAWAI;Pelanggaran Perda/Pergub;"Lain-lain:
sudah dI tl";complete;20/05/2019;20/05/2019;1
QL001266593;KELURAHAN PULO;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266594;KELURAHAN PULO;Sampah;"Lain-lain:
corli";complete;20/05/2019;20/05/2019;1
QL001266595;KELURAHAN PULO;Sampah;"Lain-lain:
corli";complete;20/05/2019;20/05/2019;1
QL001266596;KELURAHAN PULO;Gangguan ketenteraman dan ketertiban;"Lain-lain:
ikla liar";complete;20/05/2019;20/05/2019;1
QL001266597;KELURAHAN KEBAYORAN LAMA UTARA;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266598;KELURAHAN MELAWAI;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266600;KELURAHAN GANDARIA UTARA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266649;KELURAHAN CILANDAK TIMUR;Pohon;"Lain-lain:
Rumli";complete;20/05/2019;21/05/2019;1
QL001266673;KELURAHAN KRAMAT PELA;Gangguan ketenteraman dan ketertiban;Pelanggaran Area Publik;complete;20/05/2019;20/05/2019;1
QL001266674;KELURAHAN KRAMAT PELA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266675;KELURAHAN GANDARIA UTARA;Sampah;Sampah Ruang Publik;complete;20/05/2019;20/05/2019;1
QL001266682;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266685;KELURAHAN KALIBATA;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
bak kontrol menghalangi pejalan kaki";complete;20/05/2019;20/05/2019;1
QL001266687;KELURAHAN KALIBATA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar";complete;20/05/2019;20/05/2019;1
QL001266689;KELURAHAN DUREN TIGA;Sampah;Sampah Lingkungan;complete;22/05/2019;22/05/2019;1
QL001266690;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266691;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266704;KELURAHAN DUREN TIGA;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266706;KELURAHAN DUREN TIGA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
coretan liar tembok dan tiang listrik";complete;20/05/2019;20/05/2019;1
QL001266707;KELURAHAN DUREN TIGA;Sampah;Sampah Ruang Publik;complete;20/05/2019;20/05/2019;1
QL001266708;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;"Lain-lain:
coretan/iklan liar";complete;20/05/2019;20/05/2019;1
QL001266709;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266710;KELURAHAN DUREN TIGA;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266712;KELURAHAN DUREN TIGA;Sampah;"Lain-lain:
iklan Liar";complete;20/05/2019;20/05/2019;1
QL001266713;KELURAHAN DUREN TIGA;Sampah;"Lain-lain:
iklan liar tiang";complete;20/05/2019;20/05/2019;1
QL001266714;KELURAHAN DUREN TIGA;Sampah;"Lain-lain:
iklan liar";complete;20/05/2019;20/05/2019;1
QL001266715;KELURAHAN DUREN TIGA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
iklan liar";complete;20/05/2019;20/05/2019;1
QL001266717;KELURAHAN DUREN TIGA;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266718;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266719;KELURAHAN DUREN TIGA;Sampah;"Lain-lain:
iklan liar sampah kering";complete;20/05/2019;20/05/2019;1
QL001266720;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266721;KELURAHAN DUREN TIGA;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266722;KELURAHAN DUREN TIGA;Sampah;"Lain-lain:
sampah kering/Bambu/tali plastik";complete;20/05/2019;20/05/2019;1
QL001266723;KELURAHAN DUREN TIGA;Sampah;"Lain-lain:
iklan liar";complete;20/05/2019;20/05/2019;1
QL001266724;KELURAHAN DUREN TIGA;Sampah;"Lain-lain:
sampah kering/ikli";complete;20/05/2019;20/05/2019;1
QL001266728;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266729;KELURAHAN DUREN TIGA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;20/05/2019;20/05/2019;1
QL001266730;KELURAHAN DUREN TIGA;Sampah;Sampah Trotoar;complete;20/05/2019;20/05/2019;1
QL001266731;KELURAHAN DUREN TIGA;Sampah;"Lain-lain:
iklan ex kampanye";complete;20/05/2019;20/05/2019;1
QL001266833;KELURAHAN MENTENG DALAM;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266839;KELURAHAN MANGGARAI SELATAN;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266843;KELURAHAN PANCORAN;Trotoar;"Lain-lain:
Rambu pudar";complete;21/05/2019;21/05/2019;1
QL001266856;KELURAHAN BANGKA;Sampah;"Lain-lain:
coretan liar";complete;21/05/2019;21/05/2019;1
QL001266857;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;21/05/2019;21/05/2019;1
QL001266858;KELURAHAN BANGKA;Pohon;"Lain-lain:
pohon rambatan di kabel";complete;21/05/2019;21/05/2019;1
QL001266859;KELURAHAN BANGKA;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266862;KELURAHAN BANGKA;Sampah;Sampah Lingkungan;complete;21/05/2019;21/05/2019;1
QL001266863;KELURAHAN BANGKA;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266864;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
null";complete;21/05/2019;21/05/2019;1
QL001266866;KELURAHAN BANGKA;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266867;KELURAHAN BANGKA;Sampah;Sampah Lingkungan;complete;21/05/2019;21/05/2019;1
QL001266868;KELURAHAN BANGKA;Sampah;Sampah Reklame Kecil;complete;21/05/2019;21/05/2019;1
QL001266871;KELURAHAN BANGKA;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266872;KELURAHAN BANGKA;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266873;KELURAHAN BANGKA;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266874;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;21/05/2019;21/05/2019;1
QL001266875;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;21/05/2019;21/05/2019;1
QL001266877;KELURAHAN BANGKA;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266878;KELURAHAN BANGKA;Sampah;Sampah Lingkungan;complete;21/05/2019;21/05/2019;1
QL001266879;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;21/05/2019;21/05/2019;1
QL001266880;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;21/05/2019;21/05/2019;1
QL001266881;KELURAHAN BANGKA;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266888;KELURAHAN BANGKA;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;21/05/2019;21/05/2019;1
QL001266890;KELURAHAN BANGKA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;21/05/2019;21/05/2019;1
QL001266891;KELURAHAN BANGKA;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266894;KELURAHAN PEJATEN BARAT;Trotoar;"Lain-lain:
Tutup bakkontrol";complete;21/05/2019;21/05/2019;1
QL001266897;KELURAHAN PULO;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001266898;KELURAHAN PULO;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;21/05/2019;21/05/2019;1
QL001266918;KELURAHAN PEJATEN TIMUR;Sampah;Sampah Got;complete;21/05/2019;21/05/2019;1
QL001266930;KELURAHAN PULO;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
corli";complete;21/05/2019;21/05/2019;1
QL001266931;KELURAHAN CIPETE UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266932;KELURAHAN CIPETE UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266933;KELURAHAN CIPETE UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266934;KELURAHAN CIPETE UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266935;KELURAHAN CIPETE UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266936;KELURAHAN CIPETE UTARA;Pelanggaran Perda/Pergub;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266937;KELURAHAN CIPETE UTARA;Pelanggaran Perda/Pergub;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266938;KELURAHAN CIPETE UTARA;Pelanggaran Perda/Pergub;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266940;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266941;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266942;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266944;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266945;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
corli dan batu puing";complete;21/05/2019;21/05/2019;1
QL001266948;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
Sampah lakban dan bambu";complete;21/05/2019;21/05/2019;1
QL001266949;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah kayu dan corli";complete;21/05/2019;21/05/2019;1
QL001266951;KELURAHAN CIPETE UTARA;Gangguan ketenteraman dan ketertiban;"Lain-lain:
null";complete;21/05/2019;21/05/2019;1
QL001266967;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266968;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266970;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266971;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266973;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266974;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266975;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266977;KELURAHAN CIPETE UTARA;Sampah;"Lain-lain:
tl";complete;21/05/2019;21/05/2019;1
QL001266980;KELURAHAN PULO;Jembatan Penyeberangan Orang (JPO) dan/atau halte;"Lain-lain:
pengecatan jalan";complete;21/05/2019;21/05/2019;1
QL001266982;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban";complete;21/05/2019;21/05/2019;1
QL001266983;KELURAHAN CIPETE SELATAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;21/05/2019;21/05/2019;1
QL001266985;KELURAHAN CIPETE SELATAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;21/05/2019;21/05/2019;1
QL001266987;KELURAHAN CIPETE SELATAN;Gangguan ketenteraman dan ketertiban;"Lain-lain:
corli";complete;21/05/2019;21/05/2019;1
QL001266990;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban dan corli";complete;21/05/2019;21/05/2019;1
QL001266991;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban dan corli";complete;21/05/2019;21/05/2019;1
QL001266992;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban dan ikli";complete;21/05/2019;21/05/2019;1
QL001266993;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban dan corli";complete;21/05/2019;21/05/2019;1
QL001266994;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban";complete;21/05/2019;21/05/2019;1
QL001266996;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban dan bambu";complete;21/05/2019;21/05/2019;1
QL001266997;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah asbes";complete;21/05/2019;21/05/2019;1
QL001266998;KELURAHAN CIPETE SELATAN;Pohon;"Lain-lain:
pohon mati";complete;21/05/2019;21/05/2019;1
QL001267000;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah bambu";complete;21/05/2019;21/05/2019;1
QL001267002;KELURAHAN CIPETE SELATAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;21/05/2019;21/05/2019;1
QL001267004;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban";complete;21/05/2019;21/05/2019;1
QL001267005;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah tali rafia dan lakban";complete;21/05/2019;21/05/2019;1
QL001267006;KELURAHAN CIPETE SELATAN;Sampah;"Lain-lain:
sampah lakban dan tali rafia";complete;21/05/2019;21/05/2019;1
QL001267007;KELURAHAN CIPETE SELATAN;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;21/05/2019;21/05/2019;1
QL001267009;KELURAHAN CILANDAK BARAT;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001267010;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
iklan liar";complete;21/05/2019;21/05/2019;1
QL001267011;KELURAHAN CILANDAK BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;21/05/2019;21/05/2019;1
QL001267013;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
iklan liar ";complete;21/05/2019;21/05/2019;1
QL001267014;KELURAHAN CILANDAK BARAT;Sampah;Sampah Trotoar;complete;21/05/2019;21/05/2019;1
QL001267015;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
iklan liar";complete;21/05/2019;21/05/2019;1
QL001267016;KELURAHAN CILANDAK BARAT;Pelanggaran Perda/Pergub;Spanduk/iklan liar;complete;21/05/2019;21/05/2019;1
QL001267017;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
coretan liar";complete;21/05/2019;21/05/2019;1
QL001267019;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
iklan liar dan bambu ex pilpres ..";complete;21/05/2019;21/05/2019;1
QL001267021;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
iklan liar";complete;21/05/2019;21/05/2019;1
QL001267022;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
coretan liar";complete;21/05/2019;21/05/2019;1
QL001267023;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
iklan liar";complete;21/05/2019;21/05/2019;1
QL001267024;KELURAHAN CILANDAK BARAT;Sampah;"Lain-lain:
iklan liar";complete;21/05/2019;21/05/2019;1
